year,index,metric,series_name,ass_year,CV
1916,1,Depletion,Aurora rockfish,2013,0
1917,0.999985,Depletion,Aurora rockfish,2013,0
1918,0.999962,Depletion,Aurora rockfish,2013,0
1919,0.999936,Depletion,Aurora rockfish,2013,0
1920,0.999919,Depletion,Aurora rockfish,2013,0
1921,0.999902,Depletion,Aurora rockfish,2013,0
1922,0.999889,Depletion,Aurora rockfish,2013,0
1923,0.999881,Depletion,Aurora rockfish,2013,0
1924,0.999879,Depletion,Aurora rockfish,2013,0
1925,0.999892,Depletion,Aurora rockfish,2013,0
1926,0.999921,Depletion,Aurora rockfish,2013,0
1927,0.999965,Depletion,Aurora rockfish,2013,0
1928,1.00004,Depletion,Aurora rockfish,2013,0
1929,1.00014,Depletion,Aurora rockfish,2013,0
1930,1.00027,Depletion,Aurora rockfish,2013,0
1931,1.00043,Depletion,Aurora rockfish,2013,0
1932,1.00062,Depletion,Aurora rockfish,2013,0
1933,1.00084,Depletion,Aurora rockfish,2013,0
1934,1.00107,Depletion,Aurora rockfish,2013,0
1935,1.00133,Depletion,Aurora rockfish,2013,0
1936,1.00163,Depletion,Aurora rockfish,2013,0
1937,1.00195,Depletion,Aurora rockfish,2013,0
1938,1.00227,Depletion,Aurora rockfish,2013,0
1939,1.00258,Depletion,Aurora rockfish,2013,0
1940,1.00288,Depletion,Aurora rockfish,2013,0
1941,1.00319,Depletion,Aurora rockfish,2013,0
1942,1.00342,Depletion,Aurora rockfish,2013,0
1943,1.00377,Depletion,Aurora rockfish,2013,0
1944,1.00403,Depletion,Aurora rockfish,2013,0
1945,1.00418,Depletion,Aurora rockfish,2013,0
1946,1.00404,Depletion,Aurora rockfish,2013,0
1947,1.00403,Depletion,Aurora rockfish,2013,0
1948,1.00407,Depletion,Aurora rockfish,2013,0
1949,1.00418,Depletion,Aurora rockfish,2013,0
1950,1.00449,Depletion,Aurora rockfish,2013,0
1951,1.00474,Depletion,Aurora rockfish,2013,0
1952,1.00484,Depletion,Aurora rockfish,2013,0
1953,1.00496,Depletion,Aurora rockfish,2013,0
1954,1.00511,Depletion,Aurora rockfish,2013,0
1955,1.00563,Depletion,Aurora rockfish,2013,0
1956,1.00633,Depletion,Aurora rockfish,2013,0
1957,1.00704,Depletion,Aurora rockfish,2013,0
1958,1.00785,Depletion,Aurora rockfish,2013,0
1959,1.00853,Depletion,Aurora rockfish,2013,0
1960,1.00925,Depletion,Aurora rockfish,2013,0
1961,1.01032,Depletion,Aurora rockfish,2013,0
1962,1.01177,Depletion,Aurora rockfish,2013,0
1963,1.01346,Depletion,Aurora rockfish,2013,0
1964,1.0153,Depletion,Aurora rockfish,2013,0
1965,1.01747,Depletion,Aurora rockfish,2013,0
1966,1.01986,Depletion,Aurora rockfish,2013,0
1967,1.02232,Depletion,Aurora rockfish,2013,0
1968,1.02535,Depletion,Aurora rockfish,2013,0
1969,1.02864,Depletion,Aurora rockfish,2013,0
1970,1.03222,Depletion,Aurora rockfish,2013,0
1971,1.03585,Depletion,Aurora rockfish,2013,0
1972,1.03887,Depletion,Aurora rockfish,2013,0
1973,1.04179,Depletion,Aurora rockfish,2013,0
1974,1.04305,Depletion,Aurora rockfish,2013,0
1975,1.04523,Depletion,Aurora rockfish,2013,0
1976,1.04664,Depletion,Aurora rockfish,2013,0
1977,1.0474,Depletion,Aurora rockfish,2013,0
1978,1.04857,Depletion,Aurora rockfish,2013,0
1979,1.04997,Depletion,Aurora rockfish,2013,0
1980,1.04728,Depletion,Aurora rockfish,2013,0
1981,1.04535,Depletion,Aurora rockfish,2013,0
1982,1.04327,Depletion,Aurora rockfish,2013,0
1983,1.03323,Depletion,Aurora rockfish,2013,0
1984,1.00748,Depletion,Aurora rockfish,2013,0
1985,0.999639,Depletion,Aurora rockfish,2013,0
1986,0.985814,Depletion,Aurora rockfish,2013,0
1987,0.965195,Depletion,Aurora rockfish,2013,0
1988,0.954914,Depletion,Aurora rockfish,2013,0
1989,0.928534,Depletion,Aurora rockfish,2013,0
1990,0.90063,Depletion,Aurora rockfish,2013,0
1991,0.861783,Depletion,Aurora rockfish,2013,0
1992,0.848659,Depletion,Aurora rockfish,2013,0
1993,0.808424,Depletion,Aurora rockfish,2013,0
1994,0.780097,Depletion,Aurora rockfish,2013,0
1995,0.758778,Depletion,Aurora rockfish,2013,0
1996,0.742902,Depletion,Aurora rockfish,2013,0
1997,0.730334,Depletion,Aurora rockfish,2013,0
1998,0.718504,Depletion,Aurora rockfish,2013,0
1999,0.708949,Depletion,Aurora rockfish,2013,0
2000,0.70388,Depletion,Aurora rockfish,2013,0
2001,0.696274,Depletion,Aurora rockfish,2013,0
2002,0.690787,Depletion,Aurora rockfish,2013,0
2003,0.681842,Depletion,Aurora rockfish,2013,0
2004,0.670268,Depletion,Aurora rockfish,2013,0
2005,0.657803,Depletion,Aurora rockfish,2013,0
2006,0.651315,Depletion,Aurora rockfish,2013,0
2007,0.645277,Depletion,Aurora rockfish,2013,0
2008,0.639924,Depletion,Aurora rockfish,2013,0
2009,0.636499,Depletion,Aurora rockfish,2013,0
2010,0.631832,Depletion,Aurora rockfish,2013,0
2011,0.632174,Depletion,Aurora rockfish,2013,0
2012,0.635474,Depletion,Aurora rockfish,2013,0
2013,0.637201,Depletion,Aurora rockfish,2013,0
1950,1,Depletion,Blackgill rockfish,2011,0
1951,0.991596639,Depletion,Blackgill rockfish,2011,0
1952,0.991596639,Depletion,Blackgill rockfish,2011,0
1953,0.991596639,Depletion,Blackgill rockfish,2011,0
1954,0.983193277,Depletion,Blackgill rockfish,2011,0
1955,0.983193277,Depletion,Blackgill rockfish,2011,0
1956,0.983193277,Depletion,Blackgill rockfish,2011,0
1957,0.974789916,Depletion,Blackgill rockfish,2011,0
1958,0.966386555,Depletion,Blackgill rockfish,2011,0
1959,0.966386555,Depletion,Blackgill rockfish,2011,0
1960,0.957983193,Depletion,Blackgill rockfish,2011,0
1961,0.949579832,Depletion,Blackgill rockfish,2011,0
1962,0.949579832,Depletion,Blackgill rockfish,2011,0
1963,0.941176471,Depletion,Blackgill rockfish,2011,0
1964,0.941176471,Depletion,Blackgill rockfish,2011,0
1965,0.932773109,Depletion,Blackgill rockfish,2011,0
1966,0.932773109,Depletion,Blackgill rockfish,2011,0
1967,0.915966387,Depletion,Blackgill rockfish,2011,0
1968,0.890756303,Depletion,Blackgill rockfish,2011,0
1969,0.882352941,Depletion,Blackgill rockfish,2011,0
1970,0.865546218,Depletion,Blackgill rockfish,2011,0
1971,0.857142857,Depletion,Blackgill rockfish,2011,0
1972,0.840336134,Depletion,Blackgill rockfish,2011,0
1973,0.811478992,Depletion,Blackgill rockfish,2011,0
1974,0.779236134,Depletion,Blackgill rockfish,2011,0
1975,0.745855462,Depletion,Blackgill rockfish,2011,0
1976,0.720432773,Depletion,Blackgill rockfish,2011,0
1977,0.694857983,Depletion,Blackgill rockfish,2011,0
1978,0.67222437,Depletion,Blackgill rockfish,2011,0
1979,0.640333613,Depletion,Blackgill rockfish,2011,0
1980,0.605019328,Depletion,Blackgill rockfish,2011,0
1981,0.564792437,Depletion,Blackgill rockfish,2011,0
1982,0.532313445,Depletion,Blackgill rockfish,2011,0
1983,0.484036134,Depletion,Blackgill rockfish,2011,0
1984,0.447202521,Depletion,Blackgill rockfish,2011,0
1985,0.434170588,Depletion,Blackgill rockfish,2011,0
1986,0.408448739,Depletion,Blackgill rockfish,2011,0
1987,0.351522689,Depletion,Blackgill rockfish,2011,0
1988,0.304444538,Depletion,Blackgill rockfish,2011,0
1989,0.253201681,Depletion,Blackgill rockfish,2011,0
1990,0.236810084,Depletion,Blackgill rockfish,2011,0
1991,0.21530084,Depletion,Blackgill rockfish,2011,0
1992,0.205652101,Depletion,Blackgill rockfish,2011,0
1993,0.182736975,Depletion,Blackgill rockfish,2011,0
1994,0.179179832,Depletion,Blackgill rockfish,2011,0
1995,0.177101681,Depletion,Blackgill rockfish,2011,0
1996,0.176498319,Depletion,Blackgill rockfish,2011,0
1997,0.17557479,Depletion,Blackgill rockfish,2011,0
1998,0.178672269,Depletion,Blackgill rockfish,2011,0
1999,0.183455462,Depletion,Blackgill rockfish,2011,0
2000,0.195916807,Depletion,Blackgill rockfish,2011,0
2001,0.207143697,Depletion,Blackgill rockfish,2011,0
2002,0.21670084,Depletion,Blackgill rockfish,2011,0
2003,0.225521008,Depletion,Blackgill rockfish,2011,0
2004,0.232077311,Depletion,Blackgill rockfish,2011,0
2005,0.240407563,Depletion,Blackgill rockfish,2011,0
2006,0.251498319,Depletion,Blackgill rockfish,2011,0
2007,0.262221849,Depletion,Blackgill rockfish,2011,0
2008,0.275211765,Depletion,Blackgill rockfish,2011,0
2009,0.28677395,Depletion,Blackgill rockfish,2011,0
2010,0.294856303,Depletion,Blackgill rockfish,2011,0
2011,0.301878992,Depletion,Blackgill rockfish,2011,0
1890,1,Depletion,Bocaccio,2013,0
1891,0.964541731,Depletion,Bocaccio,2013,0
1892,0.965107,Depletion,Bocaccio,2013,0
1893,0.964816,Depletion,Bocaccio,2013,0
1894,0.964717,Depletion,Bocaccio,2013,0
1895,0.964757,Depletion,Bocaccio,2013,0
1896,0.96488,Depletion,Bocaccio,2013,0
1897,0.965066,Depletion,Bocaccio,2013,0
1898,0.965339,Depletion,Bocaccio,2013,0
1899,0.965712,Depletion,Bocaccio,2013,0
1900,0.966195,Depletion,Bocaccio,2013,0
1901,0.966395,Depletion,Bocaccio,2013,0
1902,0.966318,Depletion,Bocaccio,2013,0
1903,0.965977,Depletion,Bocaccio,2013,0
1904,0.965387,Depletion,Bocaccio,2013,0
1905,0.964566,Depletion,Bocaccio,2013,0
1906,0.963535,Depletion,Bocaccio,2013,0
1907,0.962311,Depletion,Bocaccio,2013,0
1908,0.96091,Depletion,Bocaccio,2013,0
1909,0.959349,Depletion,Bocaccio,2013,0
1910,0.957331,Depletion,Bocaccio,2013,0
1911,0.954873,Depletion,Bocaccio,2013,0
1912,0.951998,Depletion,Bocaccio,2013,0
1913,0.948731,Depletion,Bocaccio,2013,0
1914,0.945102,Depletion,Bocaccio,2013,0
1915,0.941138,Depletion,Bocaccio,2013,0
1916,0.936866,Depletion,Bocaccio,2013,0
1917,0.931247,Depletion,Bocaccio,2013,0
1918,0.920235,Depletion,Bocaccio,2013,0
1919,0.908501,Depletion,Bocaccio,2013,0
1920,0.90284,Depletion,Bocaccio,2013,0
1921,0.897347,Depletion,Bocaccio,2013,0
1922,0.89419,Depletion,Bocaccio,2013,0
1923,0.892443,Depletion,Bocaccio,2013,0
1924,0.889565,Depletion,Bocaccio,2013,0
1925,0.887928,Depletion,Bocaccio,2013,0
1926,0.885235,Depletion,Bocaccio,2013,0
1927,0.87853,Depletion,Bocaccio,2013,0
1928,0.874125,Depletion,Bocaccio,2013,0
1929,0.869401,Depletion,Bocaccio,2013,0
1930,0.865696,Depletion,Bocaccio,2013,0
1931,0.859893,Depletion,Bocaccio,2013,0
1932,0.854767,Depletion,Bocaccio,2013,0
1933,0.852842,Depletion,Bocaccio,2013,0
1934,0.853853,Depletion,Bocaccio,2013,0
1935,0.853821,Depletion,Bocaccio,2013,0
1936,0.853033,Depletion,Bocaccio,2013,0
1937,0.850338,Depletion,Bocaccio,2013,0
1938,0.848537,Depletion,Bocaccio,2013,0
1939,0.849415,Depletion,Bocaccio,2013,0
1940,0.852111,Depletion,Bocaccio,2013,0
1941,0.854724,Depletion,Bocaccio,2013,0
1942,0.858855,Depletion,Bocaccio,2013,0
1943,0.866757,Depletion,Bocaccio,2013,0
1944,0.870636,Depletion,Bocaccio,2013,0
1945,0.86415,Depletion,Bocaccio,2013,0
1946,0.842588,Depletion,Bocaccio,2013,0
1947,0.834196,Depletion,Bocaccio,2013,0
1948,0.826142,Depletion,Bocaccio,2013,0
1949,0.822013,Depletion,Bocaccio,2013,0
1950,0.816855,Depletion,Bocaccio,2013,0
1951,0.803911,Depletion,Bocaccio,2013,0
1952,0.77947,Depletion,Bocaccio,2013,0
1953,0.75176,Depletion,Bocaccio,2013,0
1954,0.717823,Depletion,Bocaccio,2013,0
1955,0.682241,Depletion,Bocaccio,2013,0
1956,0.634353,Depletion,Bocaccio,2013,0
1957,0.573787,Depletion,Bocaccio,2013,0
1958,0.506011,Depletion,Bocaccio,2013,0
1959,0.435579,Depletion,Bocaccio,2013,0
1960,0.382103,Depletion,Bocaccio,2013,0
1961,0.336193,Depletion,Bocaccio,2013,0
1962,0.313276,Depletion,Bocaccio,2013,0
1963,0.307364,Depletion,Bocaccio,2013,0
1964,0.316626,Depletion,Bocaccio,2013,0
1965,0.493398,Depletion,Bocaccio,2013,0
1966,0.799917,Depletion,Bocaccio,2013,0
1967,1.0089,Depletion,Bocaccio,2013,0
1968,1.0879,Depletion,Bocaccio,2013,0
1969,1.15559,Depletion,Bocaccio,2013,0
1970,1.21561,Depletion,Bocaccio,2013,0
1971,1.22135,Depletion,Bocaccio,2013,0
1972,1.19806,Depletion,Bocaccio,2013,0
1973,1.13688,Depletion,Bocaccio,2013,0
1974,0.996341,Depletion,Bocaccio,2013,0
1975,0.823659,Depletion,Bocaccio,2013,0
1976,0.746887,Depletion,Bocaccio,2013,0
1977,0.695435,Depletion,Bocaccio,2013,0
1978,0.641571,Depletion,Bocaccio,2013,0
1979,0.576486,Depletion,Bocaccio,2013,0
1980,0.552708,Depletion,Bocaccio,2013,0
1981,0.579545,Depletion,Bocaccio,2013,0
1982,0.558153,Depletion,Bocaccio,2013,0
1983,0.486566,Depletion,Bocaccio,2013,0
1984,0.394921,Depletion,Bocaccio,2013,0
1985,0.299189,Depletion,Bocaccio,2013,0
1986,0.238779,Depletion,Bocaccio,2013,0
1987,0.202784,Depletion,Bocaccio,2013,0
1988,0.194759,Depletion,Bocaccio,2013,0
1989,0.178383,Depletion,Bocaccio,2013,0
1990,0.146006,Depletion,Bocaccio,2013,0
1991,0.131365,Depletion,Bocaccio,2013,0
1992,0.142037,Depletion,Bocaccio,2013,0
1993,0.139505,Depletion,Bocaccio,2013,0
1994,0.134012,Depletion,Bocaccio,2013,0
1995,0.127947,Depletion,Bocaccio,2013,0
1996,0.123995,Depletion,Bocaccio,2013,0
1997,0.122983,Depletion,Bocaccio,2013,0
1998,0.119872,Depletion,Bocaccio,2013,0
1999,0.120189,Depletion,Bocaccio,2013,0
2000,0.118454,Depletion,Bocaccio,2013,0
2001,0.11784,Depletion,Bocaccio,2013,0
2002,0.129752,Depletion,Bocaccio,2013,0
2003,0.151943,Depletion,Bocaccio,2013,0
2004,0.16919,Depletion,Bocaccio,2013,0
2005,0.179123,Depletion,Bocaccio,2013,0
2006,0.189792,Depletion,Bocaccio,2013,0
2007,0.202485,Depletion,Bocaccio,2013,0
2008,0.214856,Depletion,Bocaccio,2013,0
2009,0.227729,Depletion,Bocaccio,2013,0
2010,0.23834,Depletion,Bocaccio,2013,0
2011,0.248945,Depletion,Bocaccio,2013,0
2012,0.26783,Depletion,Bocaccio,2013,0
2013,0.313868,Depletion,Bocaccio,2013,0
1916,1,Depletion,Canary rockfish,2011,0
1917,0.999428885,Depletion,Canary rockfish,2011,0
1918,0.998548866,Depletion,Canary rockfish,2011,0
1919,0.997647295,Depletion,Canary rockfish,2011,0
1920,0.997086957,Depletion,Canary rockfish,2011,0
1921,0.996519434,Depletion,Canary rockfish,2011,0
1922,0.996059669,Depletion,Canary rockfish,2011,0
1923,0.99566815,Depletion,Canary rockfish,2011,0
1924,0.995208385,Depletion,Canary rockfish,2011,0
1925,0.99474862,Depletion,Canary rockfish,2011,0
1926,0.994217016,Depletion,Canary rockfish,2011,0
1927,0.993484266,Depletion,Canary rockfish,2011,0
1928,0.992862864,Depletion,Canary rockfish,2011,0
1929,0.992115746,Depletion,Canary rockfish,2011,0
1930,0.991145929,Depletion,Canary rockfish,2011,0
1931,0.990168928,Depletion,Canary rockfish,2011,0
1932,0.989152416,Depletion,Canary rockfish,2011,0
1933,0.988678283,Depletion,Canary rockfish,2011,0
1934,0.988286764,Depletion,Canary rockfish,2011,0
1935,0.987923981,Depletion,Canary rockfish,2011,0
1936,0.987413929,Depletion,Canary rockfish,2011,0
1937,0.987011634,Depletion,Canary rockfish,2011,0
1938,0.986512358,Depletion,Canary rockfish,2011,0
1939,0.986045409,Depletion,Canary rockfish,2011,0
1940,0.985477886,Depletion,Canary rockfish,2011,0
1941,0.983394575,Depletion,Canary rockfish,2011,0
1942,0.98064676,Depletion,Canary rockfish,2011,0
1943,0.97531995,Depletion,Canary rockfish,2011,0
1944,0.956286391,Depletion,Canary rockfish,2011,0
1945,0.927428943,Depletion,Canary rockfish,2011,0
1946,0.871122078,Depletion,Canary rockfish,2011,0
1947,0.840001724,Depletion,Canary rockfish,2011,0
1948,0.82651049,Depletion,Canary rockfish,2011,0
1949,0.816147814,Depletion,Canary rockfish,2011,0
1950,0.807523626,Depletion,Canary rockfish,2011,0
1951,0.799449,Depletion,Canary rockfish,2011,0
1952,0.792178964,Depletion,Canary rockfish,2011,0
1953,0.786184057,Depletion,Canary rockfish,2011,0
1954,0.782998028,Depletion,Canary rockfish,2011,0
1955,0.77653258,Depletion,Canary rockfish,2011,0
1956,0.77019285,Depletion,Canary rockfish,2011,0
1957,0.757746863,Depletion,Canary rockfish,2011,0
1958,0.745135649,Depletion,Canary rockfish,2011,0
1959,0.73795541,Depletion,Canary rockfish,2011,0
1960,0.729977766,Depletion,Canary rockfish,2011,0
1961,0.720146694,Depletion,Canary rockfish,2011,0
1962,0.71215109,Depletion,Canary rockfish,2011,0
1963,0.700261851,Depletion,Canary rockfish,2011,0
1964,0.697589466,Depletion,Canary rockfish,2011,0
1965,0.690890544,Depletion,Canary rockfish,2011,0
1966,0.683383441,Depletion,Canary rockfish,2011,0
1967,0.671555263,Depletion,Canary rockfish,2011,0
1968,0.677431637,Depletion,Canary rockfish,2011,0
1969,0.667510767,Depletion,Canary rockfish,2011,0
1970,0.666253596,Depletion,Canary rockfish,2011,0
1971,0.659515163,Depletion,Canary rockfish,2011,0
1972,0.647237997,Depletion,Canary rockfish,2011,0
1973,0.638071429,Depletion,Canary rockfish,2011,0
1974,0.62395161,Depletion,Canary rockfish,2011,0
1975,0.614160049,Depletion,Canary rockfish,2011,0
1976,0.60729949,Depletion,Canary rockfish,2011,0
1977,0.604540899,Depletion,Canary rockfish,2011,0
1978,0.588589203,Depletion,Canary rockfish,2011,0
1979,0.54621897,Depletion,Canary rockfish,2011,0
1980,0.519918966,Depletion,Canary rockfish,2011,0
1981,0.471873507,Depletion,Canary rockfish,2011,0
1982,0.444222943,Depletion,Canary rockfish,2011,0
1983,0.386770258,Depletion,Canary rockfish,2011,0
1984,0.335381443,Depletion,Canary rockfish,2011,0
1985,0.320678297,Depletion,Canary rockfish,2011,0
1986,0.302164847,Depletion,Canary rockfish,2011,0
1987,0.287482534,Depletion,Canary rockfish,2011,0
1988,0.262082305,Depletion,Canary rockfish,2011,0
1989,0.236599821,Depletion,Canary rockfish,2011,0
1990,0.206112362,Depletion,Canary rockfish,2011,0
1991,0.183247666,Depletion,Canary rockfish,2011,0
1992,0.153386278,Depletion,Canary rockfish,2011,0
1993,0.128820451,Depletion,Canary rockfish,2011,0
1994,0.113309842,Depletion,Canary rockfish,2011,0
1995,0.113674062,Depletion,Canary rockfish,2011,0
1996,0.116476116,Depletion,Canary rockfish,2011,0
1997,0.114119101,Depletion,Canary rockfish,2011,0
1998,0.112241966,Depletion,Canary rockfish,2011,0
1999,0.108507092,Depletion,Canary rockfish,2011,0
2000,0.11200454,Depletion,Canary rockfish,2011,0
2001,0.124842764,Depletion,Canary rockfish,2011,0
2002,0.137961516,Depletion,Canary rockfish,2011,0
2003,0.150433005,Depletion,Canary rockfish,2011,0
2004,0.161944735,Depletion,Canary rockfish,2011,0
2005,0.172919832,Depletion,Canary rockfish,2011,0
2006,0.183897444,Depletion,Canary rockfish,2011,0
2007,0.194320464,Depletion,Canary rockfish,2011,0
2008,0.204478041,Depletion,Canary rockfish,2011,0
2009,0.21422183,Depletion,Canary rockfish,2011,0
2010,0.223133012,Depletion,Canary rockfish,2011,0
2011,0.230444356,Depletion,Canary rockfish,2011,0
1917,1.00891,Depletion,Darkblotched rockfish,2013,0
1918,1.00837,Depletion,Darkblotched rockfish,2013,0
1919,1.00784,Depletion,Darkblotched rockfish,2013,0
1920,1.00757,Depletion,Darkblotched rockfish,2013,0
1921,1.00732,Depletion,Darkblotched rockfish,2013,0
1922,1.00717,Depletion,Darkblotched rockfish,2013,0
1923,1.00709,Depletion,Darkblotched rockfish,2013,0
1924,1.00699,Depletion,Darkblotched rockfish,2013,0
1925,1.00691,Depletion,Darkblotched rockfish,2013,0
1926,1.00683,Depletion,Darkblotched rockfish,2013,0
1927,1.00662,Depletion,Darkblotched rockfish,2013,0
1928,1.00654,Depletion,Darkblotched rockfish,2013,0
1929,1.00651,Depletion,Darkblotched rockfish,2013,0
1930,1.0065,Depletion,Darkblotched rockfish,2013,0
1931,1.00647,Depletion,Darkblotched rockfish,2013,0
1932,1.00636,Depletion,Darkblotched rockfish,2013,0
1933,1.00657,Depletion,Darkblotched rockfish,2013,0
1934,1.00684,Depletion,Darkblotched rockfish,2013,0
1935,1.00718,Depletion,Darkblotched rockfish,2013,0
1936,1.00752,Depletion,Darkblotched rockfish,2013,0
1937,1.00806,Depletion,Darkblotched rockfish,2013,0
1938,1.00862,Depletion,Darkblotched rockfish,2013,0
1939,1.00913,Depletion,Darkblotched rockfish,2013,0
1940,1.00949,Depletion,Darkblotched rockfish,2013,0
1941,1.00965,Depletion,Darkblotched rockfish,2013,0
1942,1.0096,Depletion,Darkblotched rockfish,2013,0
1943,1.00944,Depletion,Darkblotched rockfish,2013,0
1944,1.00544,Depletion,Darkblotched rockfish,2013,0
1945,0.995346,Depletion,Darkblotched rockfish,2013,0
1946,0.977316,Depletion,Darkblotched rockfish,2013,0
1947,0.967667,Depletion,Darkblotched rockfish,2013,0
1948,0.960385,Depletion,Darkblotched rockfish,2013,0
1949,0.957549,Depletion,Darkblotched rockfish,2013,0
1950,0.95597,Depletion,Darkblotched rockfish,2013,0
1951,0.954215,Depletion,Darkblotched rockfish,2013,0
1952,0.951936,Depletion,Darkblotched rockfish,2013,0
1953,0.949585,Depletion,Darkblotched rockfish,2013,0
1954,0.948363,Depletion,Darkblotched rockfish,2013,0
1955,0.946346,Depletion,Darkblotched rockfish,2013,0
1956,0.943282,Depletion,Darkblotched rockfish,2013,0
1957,0.937843,Depletion,Darkblotched rockfish,2013,0
1958,0.930729,Depletion,Darkblotched rockfish,2013,0
1959,0.925297,Depletion,Darkblotched rockfish,2013,0
1960,0.921242,Depletion,Darkblotched rockfish,2013,0
1961,0.915346,Depletion,Darkblotched rockfish,2013,0
1962,0.909985,Depletion,Darkblotched rockfish,2013,0
1963,0.903765,Depletion,Darkblotched rockfish,2013,0
1964,0.896847,Depletion,Darkblotched rockfish,2013,0
1965,0.892935,Depletion,Darkblotched rockfish,2013,0
1966,0.882824,Depletion,Darkblotched rockfish,2013,0
1967,0.767859,Depletion,Darkblotched rockfish,2013,0
1968,0.68597,Depletion,Darkblotched rockfish,2013,0
1969,0.623538,Depletion,Darkblotched rockfish,2013,0
1970,0.621468,Depletion,Darkblotched rockfish,2013,0
1971,0.618107,Depletion,Darkblotched rockfish,2013,0
1972,0.609955,Depletion,Darkblotched rockfish,2013,0
1973,0.599288,Depletion,Darkblotched rockfish,2013,0
1974,0.579938,Depletion,Darkblotched rockfish,2013,0
1975,0.568934,Depletion,Darkblotched rockfish,2013,0
1976,0.558356,Depletion,Darkblotched rockfish,2013,0
1977,0.546938,Depletion,Darkblotched rockfish,2013,0
1978,0.546079,Depletion,Darkblotched rockfish,2013,0
1979,0.542614,Depletion,Darkblotched rockfish,2013,0
1980,0.530009,Depletion,Darkblotched rockfish,2013,0
1981,0.52083,Depletion,Darkblotched rockfish,2013,0
1982,0.50636,Depletion,Darkblotched rockfish,2013,0
1983,0.484927,Depletion,Darkblotched rockfish,2013,0
1984,0.466267,Depletion,Darkblotched rockfish,2013,0
1985,0.445078,Depletion,Darkblotched rockfish,2013,0
1986,0.413765,Depletion,Darkblotched rockfish,2013,0
1987,0.397337,Depletion,Darkblotched rockfish,2013,0
1988,0.347856,Depletion,Darkblotched rockfish,2013,0
1989,0.314626,Depletion,Darkblotched rockfish,2013,0
1990,0.289572,Depletion,Darkblotched rockfish,2013,0
1991,0.253794,Depletion,Darkblotched rockfish,2013,0
1992,0.232093,Depletion,Darkblotched rockfish,2013,0
1993,0.225528,Depletion,Darkblotched rockfish,2013,0
1994,0.205374,Depletion,Darkblotched rockfish,2013,0
1995,0.191747,Depletion,Darkblotched rockfish,2013,0
1996,0.178332,Depletion,Darkblotched rockfish,2013,0
1997,0.16495,Depletion,Darkblotched rockfish,2013,0
1998,0.14926,Depletion,Darkblotched rockfish,2013,0
1999,0.13197,Depletion,Darkblotched rockfish,2013,0
2000,0.133249,Depletion,Darkblotched rockfish,2013,0
2001,0.138442,Depletion,Darkblotched rockfish,2013,0
2002,0.14852,Depletion,Darkblotched rockfish,2013,0
2003,0.159574,Depletion,Darkblotched rockfish,2013,0
2004,0.173627,Depletion,Darkblotched rockfish,2013,0
2005,0.193096,Depletion,Darkblotched rockfish,2013,0
2006,0.219623,Depletion,Darkblotched rockfish,2013,0
2007,0.243579,Depletion,Darkblotched rockfish,2013,0
2008,0.261756,Depletion,Darkblotched rockfish,2013,0
2009,0.279078,Depletion,Darkblotched rockfish,2013,0
2010,0.29653,Depletion,Darkblotched rockfish,2013,0
2011,0.313895,Depletion,Darkblotched rockfish,2013,0
2012,0.336864,Depletion,Darkblotched rockfish,2013,0
2013,0.361392,Depletion,Darkblotched rockfish,2013,0
1916,1,Depletion,Greenspotted rockfish,2011,0
1917,0.994133828,Depletion,Greenspotted rockfish,2011,0
1918,0.984883468,Depletion,Greenspotted rockfish,2011,0
1919,0.976376967,Depletion,Greenspotted rockfish,2011,0
1920,0.971552934,Depletion,Greenspotted rockfish,2011,0
1921,0.966471128,Depletion,Greenspotted rockfish,2011,0
1922,0.962328351,Depletion,Greenspotted rockfish,2011,0
1923,0.958539091,Depletion,Greenspotted rockfish,2011,0
1924,0.953413096,Depletion,Greenspotted rockfish,2011,0
1925,0.946928269,Depletion,Greenspotted rockfish,2011,0
1926,0.939799011,Depletion,Greenspotted rockfish,2011,0
1927,0.930581793,Depletion,Greenspotted rockfish,2011,0
1928,0.9234599,Depletion,Greenspotted rockfish,2011,0
1929,0.917553221,Depletion,Greenspotted rockfish,2011,0
1930,0.911672319,Depletion,Greenspotted rockfish,2011,0
1931,0.905599929,Depletion,Greenspotted rockfish,2011,0
1932,0.898242358,Depletion,Greenspotted rockfish,2011,0
1933,0.893996472,Depletion,Greenspotted rockfish,2011,0
1934,0.892184698,Depletion,Greenspotted rockfish,2011,0
1935,0.890155658,Depletion,Greenspotted rockfish,2011,0
1936,0.889238723,Depletion,Greenspotted rockfish,2011,0
1937,0.890214577,Depletion,Greenspotted rockfish,2011,0
1938,0.891149924,Depletion,Greenspotted rockfish,2011,0
1939,0.89250139,Depletion,Greenspotted rockfish,2011,0
1940,0.893466197,Depletion,Greenspotted rockfish,2011,0
1941,0.893499339,Depletion,Greenspotted rockfish,2011,0
1942,0.893153187,Depletion,Greenspotted rockfish,2011,0
1943,0.895292701,Depletion,Greenspotted rockfish,2011,0
1944,0.896220683,Depletion,Greenspotted rockfish,2011,0
1945,0.89453043,Depletion,Greenspotted rockfish,2011,0
1946,0.887298063,Depletion,Greenspotted rockfish,2011,0
1947,0.881763313,Depletion,Greenspotted rockfish,2011,0
1948,0.878762838,Depletion,Greenspotted rockfish,2011,0
1949,0.876055856,Depletion,Greenspotted rockfish,2011,0
1950,0.872528419,Depletion,Greenspotted rockfish,2011,0
