year,index,metric,series_name,ass_year,CV
1961,0.925601254,Depletion,Greenstriped rockfish,2009,0
1962,0.925606896,Depletion,Greenstriped rockfish,2009,0
1963,0.927795965,Depletion,Greenstriped rockfish,2009,0
1964,0.929166955,Depletion,Greenstriped rockfish,2009,0
1965,0.930978015,Depletion,Greenstriped rockfish,2009,0
1966,0.93227848,Depletion,Greenstriped rockfish,2009,0
1967,0.929918742,Depletion,Greenstriped rockfish,2009,0
1968,0.925281074,Depletion,Greenstriped rockfish,2009,0
1969,0.92293262,Depletion,Greenstriped rockfish,2009,0
1970,0.917375317,Depletion,Greenstriped rockfish,2009,0
1971,0.913513414,Depletion,Greenstriped rockfish,2009,0
1972,0.906205702,Depletion,Greenstriped rockfish,2009,0
1973,0.893832945,Depletion,Greenstriped rockfish,2009,0
1974,0.889275675,Depletion,Greenstriped rockfish,2009,0
1975,0.881546228,Depletion,Greenstriped rockfish,2009,0
1976,0.87013401,Depletion,Greenstriped rockfish,2009,0
1977,0.856864186,Depletion,Greenstriped rockfish,2009,0
1978,0.846463284,Depletion,Greenstriped rockfish,2009,0
1979,0.839802984,Depletion,Greenstriped rockfish,2009,0
1980,0.836441803,Depletion,Greenstriped rockfish,2009,0
1981,0.802829993,Depletion,Greenstriped rockfish,2009,0
1982,0.800567578,Depletion,Greenstriped rockfish,2009,0
1983,0.774583661,Depletion,Greenstriped rockfish,2009,0
1984,0.765895085,Depletion,Greenstriped rockfish,2009,0
1985,0.75592015,Depletion,Greenstriped rockfish,2009,0
1986,0.746972046,Depletion,Greenstriped rockfish,2009,0
1987,0.748234428,Depletion,Greenstriped rockfish,2009,0
1988,0.742476836,Depletion,Greenstriped rockfish,2009,0
1989,0.71080303,Depletion,Greenstriped rockfish,2009,0
1990,0.679268862,Depletion,Greenstriped rockfish,2009,0
1991,0.678002248,Depletion,Greenstriped rockfish,2009,0
1992,0.676543809,Depletion,Greenstriped rockfish,2009,0
1993,0.679603147,Depletion,Greenstriped rockfish,2009,0
1994,0.672413915,Depletion,Greenstriped rockfish,2009,0
1995,0.652782812,Depletion,Greenstriped rockfish,2009,0
1996,0.636419799,Depletion,Greenstriped rockfish,2009,0
1997,0.619077911,Depletion,Greenstriped rockfish,2009,0
1998,0.600057548,Depletion,Greenstriped rockfish,2009,0
1999,0.588603015,Depletion,Greenstriped rockfish,2009,0
2000,0.602987121,Depletion,Greenstriped rockfish,2009,0
2001,0.624165523,Depletion,Greenstriped rockfish,2009,0
2002,0.640297217,Depletion,Greenstriped rockfish,2009,0
2003,0.653416119,Depletion,Greenstriped rockfish,2009,0
2004,0.671364515,Depletion,Greenstriped rockfish,2009,0
2005,0.694458353,Depletion,Greenstriped rockfish,2009,0
2006,0.72210382,Depletion,Greenstriped rockfish,2009,0
2007,0.750742267,Depletion,Greenstriped rockfish,2009,0
2008,0.780454091,Depletion,Greenstriped rockfish,2009,0
2009,0.809092538,Depletion,Greenstriped rockfish,2009,0
1900,1,Depletion,Cowcod,2013,0
1901,1,Depletion,Cowcod,2013,0
1902,0.999,Depletion,Cowcod,2013,0
1903,0.997,Depletion,Cowcod,2013,0
1904,0.993,Depletion,Cowcod,2013,0
1905,0.989,Depletion,Cowcod,2013,0
1906,0.983,Depletion,Cowcod,2013,0
1907,0.977,Depletion,Cowcod,2013,0
1908,0.97,Depletion,Cowcod,2013,0
1909,0.962,Depletion,Cowcod,2013,0
1910,0.953,Depletion,Cowcod,2013,0
1911,0.943,Depletion,Cowcod,2013,0
1912,0.933,Depletion,Cowcod,2013,0
1913,0.922,Depletion,Cowcod,2013,0
1914,0.91,Depletion,Cowcod,2013,0
1915,0.898,Depletion,Cowcod,2013,0
1916,0.884,Depletion,Cowcod,2013,0
1917,0.871,Depletion,Cowcod,2013,0
1918,0.846,Depletion,Cowcod,2013,0
1919,0.826,Depletion,Cowcod,2013,0
1920,0.817,Depletion,Cowcod,2013,0
1921,0.807,Depletion,Cowcod,2013,0
1922,0.799,Depletion,Cowcod,2013,0
1923,0.794,Depletion,Cowcod,2013,0
1924,0.783,Depletion,Cowcod,2013,0
1925,0.765,Depletion,Cowcod,2013,0
1926,0.745,Depletion,Cowcod,2013,0
1927,0.718,Depletion,Cowcod,2013,0
1928,0.699,Depletion,Cowcod,2013,0
1929,0.688,Depletion,Cowcod,2013,0
1930,0.678,Depletion,Cowcod,2013,0
1931,0.663,Depletion,Cowcod,2013,0
1932,0.64,Depletion,Cowcod,2013,0
1933,0.629,Depletion,Cowcod,2013,0
1934,0.626,Depletion,Cowcod,2013,0
1935,0.625,Depletion,Cowcod,2013,0
1936,0.628,Depletion,Cowcod,2013,0
1937,0.638,Depletion,Cowcod,2013,0
1938,0.646,Depletion,Cowcod,2013,0
1939,0.655,Depletion,Cowcod,2013,0
1940,0.661,Depletion,Cowcod,2013,0
1941,0.665,Depletion,Cowcod,2013,0
1942,0.667,Depletion,Cowcod,2013,0
1943,0.673,Depletion,Cowcod,2013,0
1944,0.678,Depletion,Cowcod,2013,0
1945,0.684,Depletion,Cowcod,2013,0
1946,0.689,Depletion,Cowcod,2013,0
1947,0.692,Depletion,Cowcod,2013,0
1948,0.694,Depletion,Cowcod,2013,0
1949,0.694,Depletion,Cowcod,2013,0
1950,0.692,Depletion,Cowcod,2013,0
1951,0.689,Depletion,Cowcod,2013,0
1952,0.685,Depletion,Cowcod,2013,0
1953,0.686,Depletion,Cowcod,2013,0
1954,0.686,Depletion,Cowcod,2013,0
1955,0.684,Depletion,Cowcod,2013,0
1956,0.682,Depletion,Cowcod,2013,0
1957,0.676,Depletion,Cowcod,2013,0
1958,0.673,Depletion,Cowcod,2013,0
1959,0.67,Depletion,Cowcod,2013,0
1960,0.668,Depletion,Cowcod,2013,0
1961,0.665,Depletion,Cowcod,2013,0
1962,0.662,Depletion,Cowcod,2013,0
1963,0.661,Depletion,Cowcod,2013,0
1964,0.659,Depletion,Cowcod,2013,0
1965,0.658,Depletion,Cowcod,2013,0
1966,0.652,Depletion,Cowcod,2013,0
1967,0.645,Depletion,Cowcod,2013,0
1968,0.634,Depletion,Cowcod,2013,0
1969,0.621,Depletion,Cowcod,2013,0
1970,0.605,Depletion,Cowcod,2013,0
1971,0.596,Depletion,Cowcod,2013,0
1972,0.585,Depletion,Cowcod,2013,0
1973,0.565,Depletion,Cowcod,2013,0
1974,0.542,Depletion,Cowcod,2013,0
1975,0.516,Depletion,Cowcod,2013,0
1976,0.492,Depletion,Cowcod,2013,0
1977,0.467,Depletion,Cowcod,2013,0
1978,0.443,Depletion,Cowcod,2013,0
1979,0.416,Depletion,Cowcod,2013,0
1980,0.379,Depletion,Cowcod,2013,0
1981,0.35,Depletion,Cowcod,2013,0
1982,0.324,Depletion,Cowcod,2013,0
1983,0.273,Depletion,Cowcod,2013,0
1984,0.256,Depletion,Cowcod,2013,0
1985,0.228,Depletion,Cowcod,2013,0
1986,0.205,Depletion,Cowcod,2013,0
1987,0.184,Depletion,Cowcod,2013,0
1988,0.183,Depletion,Cowcod,2013,0
1989,0.182,Depletion,Cowcod,2013,0
1990,0.193,Depletion,Cowcod,2013,0
1991,0.204,Depletion,Cowcod,2013,0
1992,0.214,Depletion,Cowcod,2013,0
1993,0.22,Depletion,Cowcod,2013,0
1994,0.225,Depletion,Cowcod,2013,0
1995,0.225,Depletion,Cowcod,2013,0
1996,0.228,Depletion,Cowcod,2013,0
1997,0.227,Depletion,Cowcod,2013,0
1998,0.23,Depletion,Cowcod,2013,0
1999,0.233,Depletion,Cowcod,2013,0
2000,0.236,Depletion,Cowcod,2013,0
2001,0.24,Depletion,Cowcod,2013,0
2002,0.246,Depletion,Cowcod,2013,0
2003,0.252,Depletion,Cowcod,2013,0
2004,0.257,Depletion,Cowcod,2013,0
2005,0.263,Depletion,Cowcod,2013,0
2006,0.269,Depletion,Cowcod,2013,0
2007,0.275,Depletion,Cowcod,2013,0
2008,0.28,Depletion,Cowcod,2013,0
2009,0.286,Depletion,Cowcod,2013,0
2010,0.291,Depletion,Cowcod,2013,0
2011,0.296,Depletion,Cowcod,2013,0
2012,0.3,Depletion,Cowcod,2013,0
2013,0.306,Depletion,Cowcod,2013,0
1915,1,Depletion,Black rockfish,2007,0
1916,1,Depletion,Black rockfish,2007,0
1917,0.999931876,Depletion,Black rockfish,2007,0
1918,0.999797079,Depletion,Black rockfish,2007,0
1919,0.999592708,Depletion,Black rockfish,2007,0
1920,0.999323112,Depletion,Black rockfish,2007,0
1921,0.998994089,Depletion,Black rockfish,2007,0
1922,0.998609988,Depletion,Black rockfish,2007,0
1923,0.998178055,Depletion,Black rockfish,2007,0
1924,0.997704088,Depletion,Black rockfish,2007,0
1925,0.997195335,Depletion,Black rockfish,2007,0
1926,0.996656144,Depletion,Black rockfish,2007,0
1927,0.996087964,Depletion,Black rockfish,2007,0
1928,0.995498042,Depletion,Black rockfish,2007,0
1929,0.994970446,Depletion,Black rockfish,2007,0
1930,0.993842782,Depletion,Black rockfish,2007,0
1931,0.992729613,Depletion,Black rockfish,2007,0
1932,0.9917295,Depletion,Black rockfish,2007,0
1933,0.991197556,Depletion,Black rockfish,2007,0
1934,0.990864185,Depletion,Black rockfish,2007,0
1935,0.990526465,Depletion,Black rockfish,2007,0
1936,0.990065544,Depletion,Black rockfish,2007,0
1937,0.989552442,Depletion,Black rockfish,2007,0
1938,0.989114712,Depletion,Black rockfish,2007,0
1939,0.988658138,Depletion,Black rockfish,2007,0
1940,0.987853699,Depletion,Black rockfish,2007,0
1941,0.987034766,Depletion,Black rockfish,2007,0
1942,0.986036103,Depletion,Black rockfish,2007,0
1943,0.984786686,Depletion,Black rockfish,2007,0
1944,0.980663031,Depletion,Black rockfish,2007,0
1945,0.972383835,Depletion,Black rockfish,2007,0
1946,0.957100948,Depletion,Black rockfish,2007,0
1947,0.946092457,Depletion,Black rockfish,2007,0
1948,0.940323689,Depletion,Black rockfish,2007,0
1949,0.938191564,Depletion,Black rockfish,2007,0
1950,0.936787057,Depletion,Black rockfish,2007,0
1951,0.934311415,Depletion,Black rockfish,2007,0
1952,0.930544322,Depletion,Black rockfish,2007,0
1953,0.928699186,Depletion,Black rockfish,2007,0
1954,0.926226443,Depletion,Black rockfish,2007,0
1955,0.922617339,Depletion,Black rockfish,2007,0
1956,0.918644426,Depletion,Black rockfish,2007,0
1957,0.916363009,Depletion,Black rockfish,2007,0
1958,0.913146704,Depletion,Black rockfish,2007,0
1959,0.90803888,Depletion,Black rockfish,2007,0
1960,0.903120933,Depletion,Black rockfish,2007,0
1961,0.898260963,Depletion,Black rockfish,2007,0
1962,0.895679512,Depletion,Black rockfish,2007,0
1963,0.892721206,Depletion,Black rockfish,2007,0
1964,0.888061259,Depletion,Black rockfish,2007,0
1965,0.886829236,Depletion,Black rockfish,2007,0
1966,0.880267624,Depletion,Black rockfish,2007,0
1967,0.872981294,Depletion,Black rockfish,2007,0
1968,0.870491157,Depletion,Black rockfish,2007,0
1969,0.861535072,Depletion,Black rockfish,2007,0
1970,0.84872058,Depletion,Black rockfish,2007,0
1971,0.842512632,Depletion,Black rockfish,2007,0
1972,0.839041225,Depletion,Black rockfish,2007,0
1973,0.836645302,Depletion,Black rockfish,2007,0
1974,0.833085479,Depletion,Black rockfish,2007,0
1975,0.825306339,Depletion,Black rockfish,2007,0
1976,0.814721084,Depletion,Black rockfish,2007,0
1977,0.816614052,Depletion,Black rockfish,2007,0
1978,0.809632103,Depletion,Black rockfish,2007,0
1979,0.785243839,Depletion,Black rockfish,2007,0
1980,0.759398889,Depletion,Black rockfish,2007,0
1981,0.726531405,Depletion,Black rockfish,2007,0
1982,0.680624766,Depletion,Black rockfish,2007,0
1983,0.63016254,Depletion,Black rockfish,2007,0
1984,0.585015408,Depletion,Black rockfish,2007,0
1985,0.540107432,Depletion,Black rockfish,2007,0
1986,0.498596943,Depletion,Black rockfish,2007,0
1987,0.462921896,Depletion,Black rockfish,2007,0
1988,0.432039854,Depletion,Black rockfish,2007,0
1989,0.401428712,Depletion,Black rockfish,2007,0
1990,0.37943956,Depletion,Black rockfish,2007,0
1991,0.362875658,Depletion,Black rockfish,2007,0
1992,0.347397967,Depletion,Black rockfish,2007,0
1993,0.329330562,Depletion,Black rockfish,2007,0
1994,0.324080548,Depletion,Black rockfish,2007,0
1995,0.321752169,Depletion,Black rockfish,2007,0
1996,0.330725937,Depletion,Black rockfish,2007,0
1997,0.34654932,Depletion,Black rockfish,2007,0
1998,0.3682467,Depletion,Black rockfish,2007,0
1999,0.398504179,Depletion,Black rockfish,2007,0
2000,0.43741162,Depletion,Black rockfish,2007,0
2001,0.483190564,Depletion,Black rockfish,2007,0
2002,0.525268074,Depletion,Black rockfish,2007,0
2003,0.561466369,Depletion,Black rockfish,2007,0
2004,0.582099136,Depletion,Black rockfish,2007,0
2005,0.606054018,Depletion,Black rockfish,2007,0
2006,0.629008787,Depletion,Black rockfish,2007,0
2007,0.653365163,Depletion,Black rockfish,2007,0
1892,1.000020961,Depletion,Chillipepper rockfish,2007,0
1893,0.994316514,Depletion,Chillipepper rockfish,2007,0
1894,0.989462494,Depletion,Chillipepper rockfish,2007,0
1895,0.985425962,Depletion,Chillipepper rockfish,2007,0
1896,0.982167989,Depletion,Chillipepper rockfish,2007,0
1897,0.979508909,Depletion,Chillipepper rockfish,2007,0
1898,0.97742177,Depletion,Chillipepper rockfish,2007,0
1899,0.975789789,Depletion,Chillipepper rockfish,2007,0
1900,0.974612966,Depletion,Chillipepper rockfish,2007,0
1901,0.973157658,Depletion,Chillipepper rockfish,2007,0
1902,0.971465788,Depletion,Chillipepper rockfish,2007,0
1903,0.9695134,Depletion,Chillipepper rockfish,2007,0
1904,0.9673514,Depletion,Chillipepper rockfish,2007,0
1905,0.965006738,Depletion,Chillipepper rockfish,2007,0
1906,0.962521336,Depletion,Chillipepper rockfish,2007,0
1907,0.959889205,Depletion,Chillipepper rockfish,2007,0
1908,0.957125318,Depletion,Chillipepper rockfish,2007,0
1909,0.954241653,Depletion,Chillipepper rockfish,2007,0
1910,0.950774068,Depletion,Chillipepper rockfish,2007,0
1911,0.946728552,Depletion,Chillipepper rockfish,2007,0
1912,0.942159006,Depletion,Chillipepper rockfish,2007,0
1913,0.937152268,Depletion,Chillipepper rockfish,2007,0
1914,0.931744273,Depletion,Chillipepper rockfish,2007,0
1915,0.925982932,Depletion,Chillipepper rockfish,2007,0
1916,0.919874233,Depletion,Chillipepper rockfish,2007,0
1917,0.91037281,Depletion,Chillipepper rockfish,2007,0
1918,0.897772122,Depletion,Chillipepper rockfish,2007,0
1919,0.882353646,Depletion,Chillipepper rockfish,2007,0
1920,0.877263063,Depletion,Chillipepper rockfish,2007,0
1921,0.87206468,Depletion,Chillipepper rockfish,2007,0
1922,0.870055398,Depletion,Chillipepper rockfish,2007,0
1923,0.869636173,Depletion,Chillipepper rockfish,2007,0
1924,0.866773469,Depletion,Chillipepper rockfish,2007,0
1925,0.865174427,Depletion,Chillipepper rockfish,2007,0
1926,0.861395418,Depletion,Chillipepper rockfish,2007,0
1927,0.851579578,Depletion,Chillipepper rockfish,2007,0
1928,0.846171583,Depletion,Chillipepper rockfish,2007,0
1929,0.841712831,Depletion,Chillipepper rockfish,2007,0
1930,0.839772421,Depletion,Chillipepper rockfish,2007,0
1931,0.833753556,Depletion,Chillipepper rockfish,2007,0
1932,0.828040126,Depletion,Chillipepper rockfish,2007,0
1933,0.827408295,Depletion,Chillipepper rockfish,2007,0
1934,0.829142087,Depletion,Chillipepper rockfish,2007,0
1935,0.831687378,Depletion,Chillipepper rockfish,2007,0
1936,0.832888157,Depletion,Chillipepper rockfish,2007,0
1937,0.833588861,Depletion,Chillipepper rockfish,2007,0
1938,0.835370564,Depletion,Chillipepper rockfish,2007,0
1939,0.840709687,Depletion,Chillipepper rockfish,2007,0
1940,0.84754604,Depletion,Chillipepper rockfish,2007,0
1941,0.851947896,Depletion,Chillipepper rockfish,2007,0
1942,0.85667016,Depletion,Chillipepper rockfish,2007,0
1943,0.867474173,Depletion,Chillipepper rockfish,2007,0
1944,0.87611918,Depletion,Chillipepper rockfish,2007,0
1945,0.88230274,Depletion,Chillipepper rockfish,2007,0
1946,0.882419524,Depletion,Chillipepper rockfish,2007,0
1947,0.883671208,Depletion,Chillipepper rockfish,2007,0
1948,0.885578679,Depletion,Chillipepper rockfish,2007,0
1949,0.8872975,Depletion,Chillipepper rockfish,2007,0
1950,0.888336577,Depletion,Chillipepper rockfish,2007,0
1951,0.884072466,Depletion,Chillipepper rockfish,2007,0
1952,0.872744423,Depletion,Chillipepper rockfish,2007,0
1953,0.857655338,Depletion,Chillipepper rockfish,2007,0
1954,0.840035934,Depletion,Chillipepper rockfish,2007,0
1955,0.823770025,Depletion,Chillipepper rockfish,2007,0
1956,0.804889954,Depletion,Chillipepper rockfish,2007,0
1957,0.781081,Depletion,Chillipepper rockfish,2007,0
1958,0.758161401,Depletion,Chillipepper rockfish,2007,0
1959,0.732028747,Depletion,Chillipepper rockfish,2007,0
1960,0.715550232,Depletion,Chillipepper rockfish,2007,0
1961,0.704527624,Depletion,Chillipepper rockfish,2007,0
1962,0.701763737,Depletion,Chillipepper rockfish,2007,0
1963,0.699934122,Depletion,Chillipepper rockfish,2007,0
1964,0.69922144,Depletion,Chillipepper rockfish,2007,0
1965,0.70316215,Depletion,Chillipepper rockfish,2007,0
1966,0.702991466,Depletion,Chillipepper rockfish,2007,0
1967,0.672295254,Depletion,Chillipepper rockfish,2007,0
1968,0.621605031,Depletion,Chillipepper rockfish,2007,0
1969,0.58607576,Depletion,Chillipepper rockfish,2007,0
1970,0.569872735,Depletion,Chillipepper rockfish,2007,0
1971,0.638832161,Depletion,Chillipepper rockfish,2007,0
1972,0.692723462,Depletion,Chillipepper rockfish,2007,0
1973,0.724171283,Depletion,Chillipepper rockfish,2007,0
1974,0.719604731,Depletion,Chillipepper rockfish,2007,0
1975,0.671750262,Depletion,Chillipepper rockfish,2007,0
1976,0.673442132,Depletion,Chillipepper rockfish,2007,0
1977,0.678688426,Depletion,Chillipepper rockfish,2007,0
1978,0.723243,Depletion,Chillipepper rockfish,2007,0
1979,0.764863003,Depletion,Chillipepper rockfish,2007,0
1980,0.747462195,Depletion,Chillipepper rockfish,2007,0
1981,0.660500075,Depletion,Chillipepper rockfish,2007,0
1982,0.59037281,Depletion,Chillipepper rockfish,2007,0
1983,0.543698158,Depletion,Chillipepper rockfish,2007,0
1984,0.494753706,Depletion,Chillipepper rockfish,2007,0
1985,0.428444378,Depletion,Chillipepper rockfish,2007,0
1986,0.34640515,Depletion,Chillipepper rockfish,2007,0
1987,0.329073215,Depletion,Chillipepper rockfish,2007,0
1988,0.377742177,Depletion,Chillipepper rockfish,2007,0
1989,0.397206169,Depletion,Chillipepper rockfish,2007,0
1990,0.377116335,Depletion,Chillipepper rockfish,2007,0
1991,0.357499626,Depletion,Chillipepper rockfish,2007,0
1992,0.337736188,Depletion,Chillipepper rockfish,2007,0
1993,0.316304836,Depletion,Chillipepper rockfish,2007,0
1994,0.301272646,Depletion,Chillipepper rockfish,2007,0
1995,0.294606079,Depletion,Chillipepper rockfish,2007,0
1996,0.287995508,Depletion,Chillipepper rockfish,2007,0
1997,0.285062434,Depletion,Chillipepper rockfish,2007,0
1998,0.269484054,Depletion,Chillipepper rockfish,2007,0
1999,0.260406348,Depletion,Chillipepper rockfish,2007,0
2000,0.271201078,Depletion,Chillipepper rockfish,2007,0
2001,0.286335978,Depletion,Chillipepper rockfish,2007,0
2002,0.380380296,Depletion,Chillipepper rockfish,2007,0
2003,0.511543644,Depletion,Chillipepper rockfish,2007,0
2004,0.607321455,Depletion,Chillipepper rockfish,2007,0
2005,0.664883965,Depletion,Chillipepper rockfish,2007,0
2006,0.697251085,Depletion,Chillipepper rockfish,2007,0
2007,0.715352598,Depletion,Chillipepper rockfish,2007,0
1917,0.996932,Depletion,Rougheye rockfish,2013,0
1918,0.993637,Depletion,Rougheye rockfish,2013,0
1919,0.990239,Depletion,Rougheye rockfish,2013,0
1920,0.986748,Depletion,Rougheye rockfish,2013,0
1921,0.98317,Depletion,Rougheye rockfish,2013,0
1922,0.979513,Depletion,Rougheye rockfish,2013,0
1923,0.975784,Depletion,Rougheye rockfish,2013,0
1924,0.971987,Depletion,Rougheye rockfish,2013,0
1925,0.968127,Depletion,Rougheye rockfish,2013,0
1926,0.964207,Depletion,Rougheye rockfish,2013,0
1927,0.960232,Depletion,Rougheye rockfish,2013,0
1928,0.9562,Depletion,Rougheye rockfish,2013,0
1929,0.950788,Depletion,Rougheye rockfish,2013,0
1930,0.943338,Depletion,Rougheye rockfish,2013,0
1931,0.937006,Depletion,Rougheye rockfish,2013,0
1932,0.931734,Depletion,Rougheye rockfish,2013,0
1933,0.929147,Depletion,Rougheye rockfish,2013,0
1934,0.925935,Depletion,Rougheye rockfish,2013,0
1935,0.922509,Depletion,Rougheye rockfish,2013,0
1936,0.919288,Depletion,Rougheye rockfish,2013,0
1937,0.913323,Depletion,Rougheye rockfish,2013,0
1938,0.907509,Depletion,Rougheye rockfish,2013,0
1939,0.903771,Depletion,Rougheye rockfish,2013,0
1940,0.901726,Depletion,Rougheye rockfish,2013,0
1941,0.896259,Depletion,Rougheye rockfish,2013,0
1942,0.888302,Depletion,Rougheye rockfish,2013,0
1943,0.874834,Depletion,Rougheye rockfish,2013,0
1944,0.857367,Depletion,Rougheye rockfish,2013,0
1945,0.852823,Depletion,Rougheye rockfish,2013,0
1946,0.849076,Depletion,Rougheye rockfish,2013,0
1947,0.844956,Depletion,Rougheye rockfish,2013,0
1948,0.842204,Depletion,Rougheye rockfish,2013,0
1949,0.838492,Depletion,Rougheye rockfish,2013,0
1950,0.835421,Depletion,Rougheye rockfish,2013,0
1951,0.833363,Depletion,Rougheye rockfish,2013,0
1952,0.829966,Depletion,Rougheye rockfish,2013,0
1953,0.828724,Depletion,Rougheye rockfish,2013,0
1954,0.829903,Depletion,Rougheye rockfish,2013,0
1955,0.829426,Depletion,Rougheye rockfish,2013,0
1956,0.828869,Depletion,Rougheye rockfish,2013,0
1957,0.830451,Depletion,Rougheye rockfish,2013,0
1958,0.830666,Depletion,Rougheye rockfish,2013,0
1959,0.83308,Depletion,Rougheye rockfish,2013,0
1960,0.834775,Depletion,Rougheye rockfish,2013,0
1961,0.836424,Depletion,Rougheye rockfish,2013,0
1962,0.838276,Depletion,Rougheye rockfish,2013,0
1963,0.839932,Depletion,Rougheye rockfish,2013,0
1964,0.842637,Depletion,Rougheye rockfish,2013,0
1965,0.845656,Depletion,Rougheye rockfish,2013,0
1966,0.848277,Depletion,Rougheye rockfish,2013,0
1967,0.843998,Depletion,Rougheye rockfish,2013,0
1968,0.841054,Depletion,Rougheye rockfish,2013,0
1969,0.840177,Depletion,Rougheye rockfish,2013,0
1970,0.841446,Depletion,Rougheye rockfish,2013,0
1971,0.845143,Depletion,Rougheye rockfish,2013,0
1972,0.845848,Depletion,Rougheye rockfish,2013,0
1973,0.845757,Depletion,Rougheye rockfish,2013,0
1974,0.846076,Depletion,Rougheye rockfish,2013,0
1975,0.847819,Depletion,Rougheye rockfish,2013,0
1976,0.850077,Depletion,Rougheye rockfish,2013,0
1977,0.85355,Depletion,Rougheye rockfish,2013,0
1978,0.856385,Depletion,Rougheye rockfish,2013,0
1979,0.854415,Depletion,Rougheye rockfish,2013,0
1980,0.843037,Depletion,Rougheye rockfish,2013,0
1981,0.840847,Depletion,Rougheye rockfish,2013,0
1982,0.832986,Depletion,Rougheye rockfish,2013,0
1983,0.822089,Depletion,Rougheye rockfish,2013,0
1984,0.8128,Depletion,Rougheye rockfish,2013,0
1985,0.801133,Depletion,Rougheye rockfish,2013,0
1986,0.774844,Depletion,Rougheye rockfish,2013,0
1987,0.738337,Depletion,Rougheye rockfish,2013,0
1988,0.686295,Depletion,Rougheye rockfish,2013,0
1989,0.658842,Depletion,Rougheye rockfish,2013,0
1990,0.629714,Depletion,Rougheye rockfish,2013,0
1991,0.615276,Depletion,Rougheye rockfish,2013,0
1992,0.600729,Depletion,Rougheye rockfish,2013,0
1993,0.582801,Depletion,Rougheye rockfish,2013,0
1994,0.556182,Depletion,Rougheye rockfish,2013,0
1995,0.531479,Depletion,Rougheye rockfish,2013,0
1996,0.498447,Depletion,Rougheye rockfish,2013,0
1997,0.477159,Depletion,Rougheye rockfish,2013,0
1998,0.464873,Depletion,Rougheye rockfish,2013,0
1999,0.450051,Depletion,Rougheye rockfish,2013,0
2000,0.445024,Depletion,Rougheye rockfish,2013,0
2001,0.440523,Depletion,Rougheye rockfish,2013,0
2002,0.441987,Depletion,Rougheye rockfish,2013,0
2003,0.448084,Depletion,Rougheye rockfish,2013,0
2004,0.453117,Depletion,Rougheye rockfish,2013,0
2005,0.456862,Depletion,Rougheye rockfish,2013,0
2006,0.459165,Depletion,Rougheye rockfish,2013,0
2007,0.463256,Depletion,Rougheye rockfish,2013,0
2008,0.463156,Depletion,Rougheye rockfish,2013,0
2009,0.46141,Depletion,Rougheye rockfish,2013,0
2010,0.460386,Depletion,Rougheye rockfish,2013,0
2011,0.461047,Depletion,Rougheye rockfish,2013,0
2012,0.465553,Depletion,Rougheye rockfish,2013,0
2013,0.473197,Depletion,Rougheye rockfish,2013,0
1965,1.15783,Depletion,Longspine thornyhead,2013,0
1966,1.14798,Depletion,Longspine thornyhead,2013,0
1967,1.13442,Depletion,Longspine thornyhead,2013,0
1968,1.11762,Depletion,Longspine thornyhead,2013,0
1969,1.09798,Depletion,Longspine thornyhead,2013,0
1970,1.07586,Depletion,Longspine thornyhead,2013,0
1971,1.05202,Depletion,Longspine thornyhead,2013,0
1972,1.02733,Depletion,Longspine thornyhead,2013,0
1973,1.002,Depletion,Longspine thornyhead,2013,0
1974,0.977149,Depletion,Longspine thornyhead,2013,0
1975,0.953789,Depletion,Longspine thornyhead,2013,0
1976,0.931917,Depletion,Longspine thornyhead,2013,0
1977,0.912828,Depletion,Longspine thornyhead,2013,0
1978,0.895336,Depletion,Longspine thornyhead,2013,0
1979,0.878795,Depletion,Longspine thornyhead,2013,0
1980,0.865268,Depletion,Longspine thornyhead,2013,0
1981,0.851027,Depletion,Longspine thornyhead,2013,0
1982,0.842965,Depletion,Longspine thornyhead,2013,0
1983,0.833918,Depletion,Longspine thornyhead,2013,0
1984,0.831003,Depletion,Longspine thornyhead,2013,0
1985,0.831725,Depletion,Longspine thornyhead,2013,0
1986,0.830358,Depletion,Longspine thornyhead,2013,0
1987,0.839551,Depletion,Longspine thornyhead,2013,0
1988,0.851023,Depletion,Longspine thornyhead,2013,0
1989,0.842491,Depletion,Longspine thornyhead,2013,0
1990,0.825423,Depletion,Longspine thornyhead,2013,0
1991,0.763587,Depletion,Longspine thornyhead,2013,0
1992,0.741764,Depletion,Longspine thornyhead,2013,0
1993,0.688495,Depletion,Longspine thornyhead,2013,0
1994,0.635936,Depletion,Longspine thornyhead,2013,0
1995,0.595438,Depletion,Longspine thornyhead,2013,0
1996,0.543904,Depletion,Longspine thornyhead,2013,0
1997,0.502703,Depletion,Longspine thornyhead,2013,0
1998,0.471833,Depletion,Longspine thornyhead,2013,0
1999,0.464655,Depletion,Longspine thornyhead,2013,0
2000,0.464779,Depletion,Longspine thornyhead,2013,0
2001,0.472319,Depletion,Longspine thornyhead,2013,0
2002,0.487146,Depletion,Longspine thornyhead,2013,0
2003,0.495169,Depletion,Longspine thornyhead,2013,0
2004,0.509991,Depletion,Longspine thornyhead,2013,0
2005,0.538155,Depletion,Longspine thornyhead,2013,0
2006,0.568409,Depletion,Longspine thornyhead,2013,0
2007,0.598978,Depletion,Longspine thornyhead,2013,0
2008,0.630512,Depletion,Longspine thornyhead,2013,0
2009,0.656839,Depletion,Longspine thornyhead,2013,0
2010,0.68409,Depletion,Longspine thornyhead,2013,0
