year,data,error,SElo,SEup,metric,timeseries,lat,lon,depth,order,time
1994,2.0733588576874684,0.22257385800202956,1.8507849996854389,2.295932715689498,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,1994
1995,0.05940096973282026,0.01398484512306786,0.045416124609752404,0.07338581485588812,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,1995
1996,0.9583147584519442,0.8912244583117857,0.0670903001401586,1.84953921676373,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,1996
1997,2.9303460828722074,1.9022046230899243,1.028141459782283,4.832550705962132,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,1997
1998,0.7951940505520765,0.7951940505520765,0.0,1.590388101104153,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,1998
1999,5.218273881797636,0.376581930601239,4.841691951196397,5.594855812398874,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,1999
2000,4.128861354938102,0.8778607340638509,3.251000620874251,5.006722089001952,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2000
2001,3.913914075284792,0.43663251837537786,3.477281556909414,4.3505465936601695,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2001
2002,4.169472380967409,0.5803184085972661,3.589153972370142,4.749790789564675,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2002
2003,1.0453620818284095,0.7641593839462133,0.2812026978821962,1.8095214657746228,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2003
2004,1.3068640591932914,0.25794058532844333,1.048923473864848,1.5648046445217347,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2004
2005,0.15742233152881757,0.003468481612157112,0.15395384991666045,0.1608908131409747,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2005
2006,5.121136693490763,0.20704231128115014,4.914094382209614,5.328179004771913,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2006
2007,5.043612196642471,0.3148242598631703,4.7287879367793,5.3584364565056415,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2007
2008,5.229632796642631,0.020045917489110998,5.20958687915352,5.249678714131742,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2008
2009,5.227960820008798,0.2788496547693291,4.949111165239469,5.506810474778128,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2009
2010,0.09973044151500043,0.05508805772925526,0.04464238378574517,0.1548184992442557,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2010
2011,4.308082569756818,1.461316982067364,2.8467655876894544,5.769399551824183,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2011
2012,4.405894002863456,0.8249760874709848,3.5809179153924715,5.230870090334441,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2012
2013,5.8033111469999,1.2902715838765362,4.513039563123364,7.093582730876436,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2013
2014,0.8986275254190064,0.7591126129685866,0.1395149124504198,1.657740138387593,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2014
2015,0.6008214312385458,0.5795347989708609,0.021286632267684902,1.1803562302094068,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2015
2016,0.6913300923324135,0.6913300923324135,0.0,1.382660184664827,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2016
2017,0.38410777464992296,0.3397391042825738,0.04436867036734915,0.7238468789324968,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2017
2018,1.3934338648952782,0.4895629304767246,0.9038709344185536,1.8829967953720028,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2018
2019,1.3483703013702666,1.3374200225984112,0.010950278771855393,2.6857903239686776,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2019
2020,5.8065232661381945,0.5832323213210517,5.223290944817142,6.389755587459247,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2020
2021,0.06764350618893551,0.002945339733022606,0.0646981664559129,0.07058884592195812,Area (10^6 km^2),North Pacific High January - February Area,nan,nan,nan,1.0,2021
